Index,Title,Price,Ratings,NumberOfReviews,ASIN,URL,Manufacturer,Description
83,Half Moon Vision Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment,₹469,4.3,17,B0CKY4GLDB,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0CKY4GLDB/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-65,Half_Moon,"Introducing our stylish and practical laptop backpack, perfect for busy professionals. Made with high-quality materials and designed with the modern traveller in mind, this backpack is both functional and fashionable. Featuring a padded compartment to securely hold and protect your laptop, as well as additional pockets and compartments to keep your essentials organized, this backpack is perfect for commuting to work or taking on a long flight. The padded shoulder straps and back panel provide added comfort during long periods of use, while the water-resistant exterior keeps your belongings safe from the elements. This laptop backpack is perfect for those who need a reliable and stylish way to transport their laptop. Whether you're heading to the office or exploring a new city, this backpack has got you covered. So why wait? Order now and upgrade your travel experience with our top-quality laptop backpack!"
84,Dell Essential Backpack 15 (ES1520P),"₹1,036",4.0,"6,910",B07TTCXHRH,https://www.amazon.in/Dell-Essential-Backpack-15-ES1520P/dp/B07TTCXHRH/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-66,"‎Dell, Dell","Dell Essential Backpack 15 ES1520P with PVC CoatingBackpacks are commonly used by hikers and students. With the comfort-ability and functionality, the backpacks are used widely for many purposes. Multiple organizational compartments in a backpack help the users have access to necessary items any time. Backpacks come with adjustable straps for comfort and help carry weights.Functionality with SophisticationThe material of the fabric is sturdy, soft and durable which makes it perfect for bags. These bags are practical and can be stylish keeping in mind reliability and versatility. Soft material and easy-to-clean lining makes for the perfect backpack for kids or grownup of any age."
85,American Tourister Harp Duffle Bag 52 CM Grey,"₹1,099",4.0,36,B0BTHP5LS1,https://www.amazon.in/American-Tourister-Harp-Duffle-Grey/dp/B0BTHP5LS1/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-67,Lanway,Transport your travel essentials effortlessly and stylishly. This extremely lightweight and durable features 100 percentage polyester construction with sharp molded details.
86,LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,₹429,3.6,147,B0BZW8KW18,https://www.amazon.in/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BZW8KW18/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-68,LOOKMUSTER,"COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability."
87,"Arctic Hunter Gaming Backpack Bag for 15.6 inch Laptop, Biking Backpack, Water-Resistant Stylish Semi-Hard Armored Backpack with USB Port for Men and Women Daily Use Students, Black","₹2,491",4.4,204,B07X399726,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDgzMTAyMjAzNDc1NjU4OjE2OTc4OTExNjA6c3BfYnRmOjIwMDY4MTk0MzM0MTAzOjowOjo&url=%2FSemi-Hard-Anti-Theft-Backpack-Waterproof-Charging%2Fdp%2FB07X399726%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891160%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"‎AH Arctic Hunter, Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com","Arctic HunterArctic Hunter Backpack,Pack the world in your backpackPrevious pageTo create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!Business And College BackpackVisit the StoreBusiness And College BackpackVisit the StoreRecommend BackpackTravel BackpackVisit the StoreRecommend BackpackNew Release- Travel BackpackNew Release -  Backpack 2New - Messenger BagSling Bag & Shoulder BagVisit the StoreNew ReleaseVisit the StoreNew Release - Messenger BagChest BagVisit the StoreNext page"
88,Aristocrat Hi Space 40L Unisex Wine Laptop Bags,₹952,4.1,22,B0B5YGJQSV,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDgzMTAyMjAzNDc1NjU4OjE2OTc4OTExNjA6c3BfYnRmOjMwMDAwODAyMDU4OTczMjo6MDo6&url=%2FAristocrat-Space-Unisex-Wine-Laptop%2Fdp%2FB0B5YGJQSV%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891160%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, affordable and spacious compartmentS. Super spacious - 40 litre space 3 Spacious Compartments Quick access front pocket Organizer Premium and Durable Fabric Rain Cover Coin Pocket Padded Grab Handle"
89,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",₹499,3.9,"17,634",B085MHDJ93,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjY4MTQ2MTgzNTg1NjU4OjE2OTc4OTEyMzM6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891233%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Amazing Bags,"Half Moon Backpack - A Quality of BackpacksWe(Half Moon) are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature.FeaturesDURABLE MATERIAL:Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women.COMFY & STURDY:Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.INNER MATERIAL:The material used in the inner compartments is thin yet strong and durable so, be assured of its quality. Thin material is used inside to make it lightweight & comfortable in carrying and to protect it from wear & tear.LOTS OF STORAGE SPACE & POCKETS:One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.OTHER FEATURES:Rain cover, Reflector logo, Two water bottle/umbrella pockets, Secret-pocket at bottom for Rain cover and other stuffs, High-Quality zippers, Bartacks on pressure points for extra strength, Ergonomic design, etc.Casual Stylish BackpackThis trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer.Backpack for Every NeedsThis MADE IN INDIA Product features 3 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Laptop Compartment, Top padded Handle for comfort. Its ergonomics comfortable design makes you forget the load you are carrying,Spacious compartmentsThis casual backpack comes with three spacious zippered compartments which can accommodate your notebooks and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day.Comfort & QualityThis casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.Rain / Dust CoverThis backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.Proudly Made in IndiaHalf Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.Shipped Directly from FactoryHalf Moon offers high-quality bags at the lowest prices. We offer bags directly from factory to the customer to provide the bag at lowest prices possible.Half Moon 35L Casual Waterproof Laptop Office School Backpack with Rain CoverHalf Moon Large 37L Laptop College School Bag Backpack for Men & WomenHalf Moon 35 L 15.6 inch Waterproof Laptop Office School Bag Backpack Rain CoverHalf Moon 35 L Waterproof Laptop Office School Bag Backpack with Rain CoverHalf Moon Water resistant Travelling Laptop Rucksack BackpackSize & Dimensions48 x 35 x 21 cm22 x 30 x 50 cm48 x 35 x 21 cm48 x 35 x 21 cm49 x 36 x 22 cmColorNavy BlueAvailable in Navy/Black/Sky BlueBlackNavy & OrangeBlackCapacity35 Litres37 Litres35 Litres35 Litres35 LitresBar-tacks✓✓✓✓✓Rain Cover✓✓✓✓✓Country of OriginIndiaIndiaIndiaIndiaIndia"
90,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions",₹989,5.0,1,B0CFFLYSVS,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjY4MTQ2MTgzNTg1NjU4OjE2OTc4OTEyMzM6c3BfYXRmX25leHQ6MzAwMDYzNTU1NzQyNDMyOjowOjo&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Navyblue%2Fdp%2FB0CFFLYSVS%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891233%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","Presenting the TRAWOC Travel Backpack, an ideal companion for men and women seeking an adventurous journey or a relaxing weekend getaway. Its generous 40-liter capacity, measured at 55 cm x 33 cm x 23 cm, makes it a perfect fit for a trip. Designed for convenience and style, this backpack features two zipper pockets for handy storage, and both side water bottle pockets for quick hydration access. This versatile backpack bag can also serve as a laptop backpack, thanks to its padded laptop sleeve specially designed to accommodate a 15.6 inch laptop. Built from premium quality water-resistant fabric, this large backpack for men and women assures the safety of your belongings, shielding them from unpredictable weather conditions. The main compartment is spacious and designed for easy organisation, while the additional compartments offer extra room for your essentials. It features premium quality YKK zippers and buckles, ensuring durability and long-lasting use. Comfort hasn't been compromised in this stylish backpack. The breathable mesh padded back panel and mesh padded shoulder straps provide comfort and prevent overheating during long travels. The shoulder straps are fully adjustable, allowing you to customise the fit according to your comfort. This travel bag for men and women is not just a backpack; it's a commitment to quality and convenience. With a 3-year manufacturer warranty, TRAWOC ensures you will enjoy every journey with your travel backpack. This backpack is not just ideal for travelling, but also perfect for hiking, trekking, office use or even as a trendy daypack. Whether you're a tourist going on a foreign tour, a boy off to a weekend trip, or a woman looking for a big size, stylish, and practical travel bag, TRAWOC has you covered. Experience the blend of durability, comfort, and style with TRAWOC Travel Backpack."
91,Xiaomi Notebook Ultra Max with MI Business Casual 21L Backpack - Blue,"₹47,739",4.2,"2,164",B0CDH2SVK3,https://www.amazon.in/Xiaomi-Notebook-Business-Casual-Backpack/dp/B0CDH2SVK3/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1697891233&sprefix=ba%2Caps%2C283&sr=8-67,‎Xiaomi,"Xiaomi Notebook Ultra Max 11th Gen Intel Core i5-11320H Thin & Light (16GB/512GB SSD/Iris Xe Graphics/15.6"" 3.2K Resolution/Win 11/Thunderbolt 4/MS Office '21/Fingerprint Sensor/1.7 Kg)11th Gen Laptop with Fast H series processor. Comes with 100% sRGB screen with anti glare, great for great multimedia, gaming and graphic experience. It boasts CNC made metallic body which is perfect from every possible angle.Mi Business Casual 21L Water Resistant Laptop Backpack (Blue)Mi Business Casual Backpack comes in the classic black color design with 21l of storage. The backpack comes with 2 main compartments and can comfortably fit a 15.2 inch laptop. The backpack has multiple organisers to store all of your items and also comes with an anti-theft pocket to keep your valuables like Passport, wallet, etc. The extra cushioned back and straps is a bliss for your back and makes it easy to carry it all day along. The backpack also comes withIPX4 splash resistant coating makes it water resistant."
92,American Tourister Spin 49 cms Teal Laptop Backpack,"₹1,099",4.0,"1,509",B07S13P8BW,https://www.amazon.in/American-Tourister-FS0-11-001/dp/B07S13P8BW/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1697891233&sprefix=ba%2Caps%2C283&sr=8-68,American Tourister,Not Mention
93,Gear Superior 16L Small Water Resistant School Bag//Casual Backpack/ Daypack/College Bag for Men/Women - Black,₹269,3.9,387,B08GY2ZN96,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1697891233&sprefix=ba%2Caps%2C283&sr=8-69,Gear,All Gear bag are manufactured from our self owned factories with specially trained manpower to ensure consistency in quality amd refined craftsmanship.
